"X.1","Area","Mean","Min","Max","X","Y","distance_cm","cond","day","min"
41,0,202,202,202,592,1155.333,13.2334156905705,"ctl","5",60
42,0,191,191,191,632,1164.667,13.0190080547521,"ctl","5",60
43,0,196,196,196,600,1092.667,13.1862895754002,"ctl","5",60
44,0,178,178,178,597.333,1115.333,13.2021169748359,"ctl","5",60
3,0,41,41,41,3006,1332,1.38441535079631,"dep","1",1
4,0,38,38,38,3013,1322,1.34750460747899,"dep","1",1
5,0,54,54,54,3053,1308,1.14059665108779,"dep","1",1
6,0,93,93,93,3100,1311,0.899287881924842,"dep","1",1
7,0,117,117,117,3090,1251,0.945111886221007,"dep","1",1
8,0,80,80,80,3022,1244,1.29399223205629,"dep","1",1
9,0,75,75,75,2978,1245,1.52025235446231,"dep","1",1
10,0,66,66,66,2983,1190,1.48943871911518,"dep","1",1
11,0,68,68,68,2984,1145,1.48011533876614,"dep","1",1
12,0,63,63,63,2985,1139,1.4744174136496,"dep","1",1
13,0,47,47,47,2864,1344,2.11543398926034,"dep","1",1
14,0,61,61,61,2860,1324,2.13413543254112,"dep","1",1
15,0,57,57,57,2854,1302,2.16293128058689,"dep","1",1
16,0,68,68,68,2807,1324,2.40656405951426,"dep","1",1
17,0,86,86,86,2842,1266,2.22126665980306,"dep","1",1
18,0,84,84,84,2895,1225,1.94502665681626,"dep","1",1
19,0,77,77,77,2895,1260,1.94828027048645,"dep","1",1
20,0,78,78,78,2905,1286,1.89929561291067,"dep","1",1
21,0,80,80,80,2931,1156,1.75356653003563,"dep","1",1
22,0,57,57,57,2891,1195,1.96279849619126,"dep","1",1
23,0,76,76,76,2868,1060,2.06847258724418,"dep","1",1
24,0,73,73,73,2851,1065,2.15632015633939,"dep","1",1
25,0,70,70,70,2825,1035,2.28717557672211,"dep","1",1
26,0,76,76,76,2800,1090,2.4207924675308,"dep","1",1
27,0,85,85,85,2712,1116,2.87554376171669,"dep","1",1
28,0,71,71,71,2712,1135,2.87731000913765,"dep","1",1
29,0,76,76,76,2735,1170,2.76233987902704,"dep","1",1
30,0,66,66,66,2770,1179,2.5832708254845,"dep","1",1
31,0,68,68,68,2746,1313,2.71909142437569,"dep","1",1
32,0,61,61,61,2679,1370,3.06878107243481,"dep","1",1
33,0,78,78,78,2678,1323,3.06955209685077,"dep","1",1
34,0,83,83,83,2686,1285,3.02489829982422,"dep","1",1
35,0,83,83,83,2695,1240,2.97445361729056,"dep","1",1
36,0,66,66,66,2696,1204,2.96596688045671,"dep","1",1
37,0,47,47,47,2657,1063,3.15332581353541,"dep","1",1
38,0,89,89,89,2609,1111,3.40451572539086,"dep","1",1
39,0,76,76,76,2568,1086,3.61293838932264,"dep","1",1
40,0,79,79,79,2535,1106,3.78442296864576,"dep","1",1
41,0,79,79,79,2535,1074,3.7814482361473,"dep","1",1
42,0,69,69,69,2595,1163,3.48131194452395,"dep","1",1
43,0,55,55,55,2587,1173,3.52336285061435,"dep","1",1
44,0,75,75,75,2620,1214,3.35754885511642,"dep","1",1
45,0,66,66,66,2633,1284,3.29723396640679,"dep","1",1
46,0,60,60,60,2613,1356,3.4067303699899,"dep","1",1
47,0,58,58,58,2563,1355,3.66364554825323,"dep","1",1
48,0,53,53,53,2563,1348,3.66299482551919,"dep","1",1
49,0,67,67,67,2576,1331,3.59459238282937,"dep","1",1
50,0,63,63,63,2519,1331,3.88758166089483,"dep","1",1
51,0,80,80,80,2569,1254,3.62341557216649,"dep","1",1
52,0,80,80,80,2511,1219,3.91829139933483,"dep","1",1
53,0,74,74,74,2499,1202,3.97839302597196,"dep","1",1
54,0,64,64,64,2450,1234,4.23323573435126,"dep","1",1
55,0,74,74,74,2463,1122,4.15600205455662,"dep","1",1
56,0,70,70,70,2468,1122,4.13030124069123,"dep","1",1
57,0,67,67,67,2427,1069,4.33612101368686,"dep","1",1
58,0,89,89,89,2350,1221,4.74604352658158,"dep","1",1
59,0,82,82,82,2418,1214,4.39586173527822,"dep","1",1
60,0,77,77,77,2341,1060,4.7773383686564,"dep","1",1
61,0,85,85,85,2313,1078,4.92293621333297,"dep","1",1
62,0,83,83,83,2031,1352,6.39793326235911,"dep","1",1
63,0,91,91,91,2107,1356,6.00765273316748,"dep","1",1
64,0,89,89,89,2177,1304,5.643007398742,"dep","1",1
65,0,84,84,84,2191,1248,5.56583933804659,"dep","1",1
66,0,77,77,77,2135,1132,5.84290504803205,"dep","1",1
67,0,92,92,92,1773,1174,7.7075483082906,"dep","1",1
68,0,78,78,78,1845,1086,7.32927607425819,"dep","1",1
69,0,132,132,132,1575,1346,8.74128972453932,"dep","1",1
70,0,82,82,82,2377,1290,4.61367339865828,"dep","1",1
3,0,77,77,77,3013,1339,1.366117795648,"dep","1",15
4,0,88,88,88,3023,1306,1.31336873786538,"dep","1",15
5,0,68,68,68,3067,1284,1.08727351512586,"dep","1",15
6,0,58,58,58,2991,1310,1.47721715003594,"dep","1",15
7,0,60,60,60,2992,1260,1.46966765423141,"dep","1",15
8,0,70,70,70,3016,1260,1.34692746437713,"dep","1",15
9,0,72,72,72,3029,1230,1.27898200213636,"dep","1",15
10,0,106,106,106,3093,1170,0.948752443718887,"dep","1",15
11,0,111,111,111,3187,1112,0.465195060832645,"dep","1",15
12,0,103,103,103,3046,1151,1.18819322678383,"dep","1",15
13,0,117,117,117,3029,1134,1.27430618538001,"dep","1",15
14,0,73,73,73,2951,1057,1.66946140771644,"dep","1",15
15,0,73,73,73,2900,1057,1.93028431115679,"dep","1",15
16,0,66,66,66,2986,1181,1.4965048941559,"dep","1",15
17,0,60,60,60,2978,1217,1.53917172205763,"dep","1",15
18,0,66,66,66,2945,1309,1.71242047416544,"dep","1",15
19,0,69,69,69,2908,1276,1.90003762151413,"dep","1",15
20,0,68,68,68,2871,1258,2.088385365231,"dep","1",15
21,0,62,62,62,2880,1235,2.0412375462711,"dep","1",15
22,0,71,71,71,2841,1233,2.24059294193522,"dep","1",15
23,0,59,59,59,2866,1187,2.11049808197459,"dep","1",15
24,0,74,74,74,2825,1198,2.32071501031233,"dep","1",15
25,0,86,86,86,2751,1337,2.7059341220415,"dep","1",15
26,0,72,72,72,2715,1313,2.88887545263384,"dep","1",15
27,0,71,71,71,2701,1291,2.95940235537551,"dep","1",15
28,0,78,78,78,2732,1221,2.79745349376222,"dep","1",15
29,0,82,82,82,2703,1234,2.9463977400219,"dep","1",15
30,0,60,60,60,2620,1342,3.37613452378553,"dep","1",15
31,0,70,70,70,2629,1280,3.32708715426836,"dep","1",15
32,0,68,68,68,2629,1182,3.32231392466292,"dep","1",15
33,0,71,71,71,2620,1162,3.36736736736737,"dep","1",15
34,0,45,45,45,2611,1156,3.41310270001545,"dep","1",15
35,0,71,71,71,2608,1093,3.42537671900088,"dep","1",15
36,0,88,88,88,2587,1081,3.53218990802883,"dep","1",15
37,0,72,72,72,2721,1036,2.84469872557121,"dep","1",15
38,0,72,72,72,2757,1091,2.66326729413978,"dep","1",15
39,0,51,51,51,2787,1174,2.51388469005919,"dep","1",15
40,0,78,78,78,2545,1221,3.75380413971018,"dep","1",15
41,0,62,62,62,2503,1210,3.96806370128518,"dep","1",15
42,0,74,74,74,2470,1146,4.13371425116392,"dep","1",15
43,0,70,70,70,2421,1262,4.38995875069701,"dep","1",15
44,0,71,71,71,2473,1355,4.12855137016211,"dep","1",15
45,0,87,87,87,2324,1312,4.88846900591867,"dep","1",15
46,0,87,87,87,2374,1203,4.62745127678014,"dep","1",15
47,0,83,83,83,2347,1173,4.76407279762985,"dep","1",15
48,0,84,84,84,2302,1204,4.99572055276753,"dep","1",15
49,0,65,65,65,2273,1180,5.14286266131904,"dep","1",15
50,0,77,77,77,2235,1119,5.33423020335772,"dep","1",15
51,0,79,79,79,2313,1058,4.93235349443403,"dep","1",15
52,0,84,84,84,2212,1213,5.45643462254201,"dep","1",15
53,0,62,62,62,2095,1341,6.06102747042344,"dep","1",15
54,0,58,58,58,2163,1309,5.71170499358419,"dep","1",15
55,0,91,91,91,2173,1277,5.65900464222612,"dep","1",15
56,0,93,93,93,2067,1259,6.20023043177406,"dep","1",15
57,0,89,89,89,2051,1345,6.28624597752115,"dep","1",15
58,0,94,94,94,2121,1251,5.92367535320555,"dep","1",15
59,0,92,92,92,1881,1347,7.15575306850475,"dep","1",15
60,0,58,58,58,1947,1259,6.81393138104548,"dep","1",15
61,0,115,115,115,1961,1245,6.74165104702018,"dep","1",15
62,0,111,111,111,1997,1177,6.55422872536967,"dep","1",15
63,0,96,96,96,1955,1083,6.7644456537074,"dep","1",15
64,0,68,68,68,2011,1063,6.47707774888983,"dep","1",15
65,0,106,106,106,1923,1201,6.93384659827613,"dep","1",15
66,0,119,119,119,1885,1175,7.1269188651739,"dep","1",15
67,0,100,100,100,1833,1179,7.3930507688897,"dep","1",15
68,0,126,126,126,1709,1137,8.02516274663926,"dep","1",15
69,0,125,125,125,1551,1137,8.83320232984663,"dep","1",15
70,0,149,149,149,1509,1227,9.05238124030071,"dep","1",15
71,0,144,144,144,1651,1153,8.32256417491317,"dep","1",15
72,0,133,133,133,1487,1097,9.15856124580957,"dep","1",15
73,0,153,153,153,1427,1093,9.4652168947471,"dep","1",15
74,0,126,126,126,1421,1063,9.49444074947431,"dep","1",15
75,0,128,128,128,1535,1359,8.92584194933188,"dep","1",15
76,0,160,160,160,1281,1363,10.2250371176546,"dep","1",15
77,0,158,158,158,1239,1319,10.4376893672196,"dep","1",15
78,0,149,149,149,1133,1213,10.9746289914075,"dep","1",15
79,0,155,155,155,1165,1343,10.817307240126,"dep","1",15
80,0,153,153,153,1026,1353,11.5286645706109,"dep","1",15
81,0,133,133,133,1070,1314,11.3017413386541,"dep","1",15
82,0,138,138,138,1064,1303,11.3318906154477,"dep","1",15
83,0,166,166,166,974,1226,11.7884159327112,"dep","1",15
84,0,145,145,145,1075,1178,11.2695463920296,"dep","1",15
85,0,174,174,174,776.667,1290,12.8007285557369,"dep","1",15
86,0,194,194,194,731.333,1231.333,13.0297170862137,"dep","1",15
3,0,148,148,148,3182.333,1118.667,0.441808300528475,"dep","1",30
4,0,169,169,169,3027,1158.667,1.24605433147202,"dep","1",30
5,0,66,66,66,3065,1263.333,1.06124794470228,"dep","1",30
6,0,63,63,63,3005,1304,1.37453244793353,"dep","1",30
7,0,67,67,67,3017.667,1286.667,1.30748022392511,"dep","1",30
8,0,68,68,68,2955.667,1290.667,1.62724058278091,"dep","1",30
9,0,58,58,58,2930.333,1284.667,1.75710227560625,"dep","1",30
10,0,52,52,52,2864.333,1258,2.09426586874649,"dep","1",30
11,0,47,47,47,2867,1190,2.07343440827232,"dep","1",30
12,0,83,83,83,2946.333,1179.333,1.66370148942576,"dep","1",30
13,0,76,76,76,2987,1179.333,1.45423821401454,"dep","1",30
14,0,70,70,70,2895.667,1046,1.9107556887316,"dep","1",30
15,0,72,72,72,2779.667,1190.667,2.52332956205278,"dep","1",30
16,0,54,54,54,2737.667,1227.333,2.74348414081568,"dep","1",30
17,0,80,80,80,2749.667,1247.333,2.68376244719507,"dep","1",30
18,0,78,78,78,2717.667,1311.333,2.85526188955982,"dep","1",30
19,0,75,75,75,2759.667,1340.667,2.64199320669617,"dep","1",30
20,0,67,67,67,2611,1332.667,3.40689678673339,"dep","1",30
21,0,60,60,60,2553,1225.333,3.694438697614,"dep","1",30
22,0,66,66,66,2569,1225.333,3.6120275926252,"dep","1",30
23,0,62,62,62,2577,1213.333,3.56957005905821,"dep","1",30
24,0,56,56,56,2620.333,1170.667,3.34192361457464,"dep","1",30
25,0,76,76,76,2661.667,1123.333,3.12408638688336,"dep","1",30
26,0,62,62,62,2669.667,1113.333,3.08183751682847,"dep","1",30
27,0,57,57,57,2681,1056,3.01748304845652,"dep","1",30
28,0,43,43,43,2587.667,1086.667,3.50141231928926,"dep","1",30
29,0,70,70,70,2545.667,1043.333,3.71322035756822,"dep","1",30
30,0,65,65,65,2521,1063.333,3.84235916311162,"dep","1",30
31,0,65,65,65,2472,1345,4.12412998487095,"dep","1",30
32,0,45,45,45,2413,1230,4.41602278257148,"dep","1",30
33,0,86,86,86,2354,1253,4.72231336260682,"dep","1",30
34,0,86,86,86,2341,1288,4.79292399687194,"dep","1",30
35,0,61,61,61,2286,1359,5.08361972495044,"dep","1",30
36,0,86,86,86,2213,1333,5.45690776580456,"dep","1",30
37,0,74,74,74,2314,1186,4.92135089742352,"dep","1",30
38,0,93,93,93,2067,1258,6.20108421712366,"dep","1",30
39,0,94,94,94,2030,1336,6.3997977743821,"dep","1",30
40,0,84,84,84,1902,1254,7.05053141029646,"dep","1",30
41,0,107,107,107,1819,1319,7.48482058156907,"dep","1",30
42,0,121,121,121,1788.333,1319,7.64277691636229,"dep","1",30
43,0,99,99,99,1849.667,1268.333,7.3215780696921,"dep","1",30
44,0,95,95,95,1864.333,1240.333,7.24311670141236,"dep","1",30
45,0,95,95,95,1917.667,1012.333,6.94462194394109,"dep","1",30
46,0,81,81,81,2269.667,1179,5.14896629497295,"dep","1",30
47,0,99,99,99,1696.333,1332.333,8.11803182535129,"dep","1",30
48,0,121,121,121,1696.333,1264.333,8.11093726593994,"dep","1",30
49,0,69,69,69,1687,1235,8.15594833021853,"dep","1",30
50,0,89,89,89,1785.667,1211,7.64524083707773,"dep","1",30
51,0,127,127,127,1596.333,1291,8.62878888705851,"dep","1",30
52,0,136,136,136,1624.333,1220.333,8.47719664112337,"dep","1",30
53,0,77,77,77,1553.667,1171,8.83602858917335,"dep","1",30
54,0,129,129,129,1553.667,1135,8.83227264595558,"dep","1",30
55,0,113,113,113,1577.667,1072.333,8.70211783031604,"dep","1",30
56,0,119,119,119,1563,1061.667,8.77655025761044,"dep","1",30
57,0,146,146,146,1517.667,1281.667,9.03299965784486,"dep","1",30
58,0,141,141,141,1472.333,1280.333,9.26636204387993,"dep","1",30
59,0,155,155,155,1412.333,1296.333,9.57707299568472,"dep","1",30
60,0,85,85,85,1383,1303,9.72885388441708,"dep","1",30
61,0,157,157,157,1399,1125.667,9.6279413161328,"dep","1",30
62,0,115,115,115,1262,1338,10.3557394773566,"dep","1",30
63,0,123,123,123,1286,1270,10.2250282604621,"dep","1",30
64,0,165,165,165,1190,1252,10.717616918786,"dep","1",30
65,0,112,112,112,1262,1208,10.3421763490702,"dep","1",30
66,0,97,97,97,1276,1180,10.2671453430356,"dep","1",30
67,0,128,128,128,1276,1094,10.2581728120154,"dep","1",30
68,0,114,114,114,1226,1128,10.5192547948111,"dep","1",30
69,0,121,121,121,1146,1216,10.9404915142874,"dep","1",30
70,0,163,163,163,990,1366,11.7596495513356,"dep","1",30
71,0,173,173,173,908,1332,12.1784591846975,"dep","1",30
72,0,164,164,164,938,1224,12.0126705331902,"dep","1",30
73,0,140,140,140,1002,1222,11.6828174497229,"dep","1",30
74,0,150,150,150,960,1160,11.8926780314434,"dep","1",30
75,0,140,140,140,922,1160,12.0884044057918,"dep","1",30
76,0,120,120,120,914,1116,12.1250193610201,"dep","1",30
77,0,193,193,193,806,1162,12.6860935804727,"dep","1",30
78,0,162,162,162,806,1242,12.6944401209567,"dep","1",30
79,0,178,178,178,782,1334,12.8276552999964,"dep","1",30
80,0,168,168,168,754,1232,12.9612328946098,"dep","1",30
81,0,151,151,151,730,1242,13.0858928696535,"dep","1",30
82,0,189,189,189,764,1082,12.8940761905844,"dep","1",30
83,0,205,205,205,596,1048,13.7558455132611,"dep","1",30
3,0,60,60,60,3078.333,1312.333,0.937088181142432,"dep","1",5
4,0,129,129,129,3133,1281.667,0.652026063049155,"dep","1",5
5,0,75,75,75,3082.333,1253.667,0.911552185183067,"dep","1",5
6,0,185,185,185,3043.667,1147,1.10253479234567,"dep","1",5
7,0,57,57,57,3018.333,1265.667,1.24329975984905,"dep","1",5
8,0,84,84,84,3010.333,1297.667,1.28729693902834,"dep","1",5
9,0,67,67,67,2950.333,1300.333,1.59759859721349,"dep","1",5
10,0,56,56,56,2981,1257.667,1.43557381687537,"dep","1",5
11,0,69,69,69,2989,1207,1.39002897059104,"dep","1",5
12,0,66,66,66,2989,1183,1.3880391484171,"dep","1",5
13,0,74,74,74,2979.667,1140.333,1.43273469990661,"dep","1",5
14,0,54,54,54,2903.667,1225.667,1.83257846646464,"dep","1",5
15,0,79,79,79,2873,1251,1.99316618064688,"dep","1",5
16,0,69,69,69,2890.333,1283,1.90624215316294,"dep","1",5
17,0,75,75,75,2846.333,1241.667,2.1302077210437,"dep","1",5
18,0,75,75,75,2857,1203,2.07187470219376,"dep","1",5
19,0,83,83,83,2895.667,1029.667,1.85767233499152,"dep","1",5
20,0,74,74,74,2815.667,1039,2.27188695656317,"dep","1",5
21,0,65,65,65,2717,1008.333,2.77925645739227,"dep","1",5
22,0,74,74,74,2717,1064.333,2.78389937579812,"dep","1",5
23,0,34,34,34,2679.667,1079,2.97805273695847,"dep","1",5
24,0,62,62,62,2657,1067,3.09420111689252,"dep","1",5
25,0,82,82,82,2609,1068.333,3.34237613261669,"dep","1",5
26,0,66,66,66,2601,1075,3.38427297158214,"dep","1",5
27,0,62,62,62,2601,1088.333,3.38537840070902,"dep","1",5
28,0,81,81,81,2601,1116.333,3.38769985991194,"dep","1",5
29,0,65,65,65,2713,1156.333,2.81219906893857,"dep","1",5
30,0,79,79,79,2783.667,1163,2.44754403625136,"dep","1",5
31,0,63,63,63,2830.333,1148.333,2.20515763432253,"dep","1",5
32,0,83,83,83,2731.667,1241.667,2.72280279794919,"dep","1",5
33,0,59,59,59,2714.333,1259,2.81382215583128,"dep","1",5
34,0,91,91,91,2710.333,1233.667,2.83239385709112,"dep","1",5
35,0,68,68,68,2795.667,1276.333,2.39492426668191,"dep","1",5
36,0,76,76,76,2710.333,1325.667,2.84002150875789,"dep","1",5
37,0,57,57,57,2814.333,1356.333,2.30509092572474,"dep","1",5
38,0,73,73,73,2670.333,1332.333,3.04729459660358,"dep","1",5
39,0,63,63,63,2613,1344.333,3.34458704614329,"dep","1",5
40,0,69,69,69,2567.667,1321.667,3.5769892389502,"dep","1",5
41,0,78,78,78,2559.667,1207,3.60882636609678,"dep","1",5
42,0,63,63,63,2501,1208.333,3.91212854842091,"dep","1",5
43,0,69,69,69,2479.667,1172.333,4.01939298034955,"dep","1",5
44,0,74,74,74,2537,1088.333,3.71613106428803,"dep","1",5
45,0,67,67,67,2473,1337.667,4.06755582461357,"dep","1",5
46,0,85,85,85,2343.667,1333.667,4.73561847256371,"dep","1",5
47,0,91,91,91,2375.667,1200.333,4.55918751786837,"dep","1",5
48,0,71,71,71,2391.667,1117.667,4.46964557531401,"dep","1",5
49,0,88,88,88,2342.333,1119,4.72471471686965,"dep","1",5
50,0,65,65,65,2385,1092.333,4.50200027731717,"dep","1",5
51,0,79,79,79,2257,1064.333,5.16118414527227,"dep","1",5
52,0,92,92,92,2187.667,1141.667,5.52590951264605,"dep","1",5
53,0,78,78,78,2197,1284.333,5.48950480397202,"dep","1",5
54,0,81,81,81,2237,1268.333,5.28145784111918,"dep","1",5
55,0,75,75,75,2218.333,1343,5.38411967617741,"dep","1",5
56,0,77,77,77,2399.667,1283,4.44200912859512,"dep","1",5
57,0,87,87,87,2029,1339,6.36226294623287,"dep","1",5
58,0,90,90,90,2051,1249,6.24110488497532,"dep","1",5
59,0,73,73,73,2125,1105,5.84673318466846,"dep","1",5
60,0,104,104,104,2047,1077,6.24751653420245,"dep","1",5
61,0,78,78,78,2005,1089,6.46556788076315,"dep","1",5
62,0,115,115,115,1939,1243,6.8194245906951,"dep","1",5
63,0,82,82,82,1877,1131,7.13055539672556,"dep","1",5
64,0,128,128,128,1731,1195,7.89039110297901,"dep","1",5
65,0,124,124,124,1789,1101,7.58285303142928,"dep","1",5
66,0,102,102,102,1755,1049,7.75425410257876,"dep","1",5
67,0,130,130,130,1465,1377,9.28017134579831,"dep","1",5
68,0,122,122,122,1443,1361,9.39254102578764,"dep","1",5
69,0,171,171,171,1209,1321,10.5985390817085,"dep","1",5
70,0,107,107,107,1197,1355,10.663374120876,"dep","1",5
71,0,137,137,137,1655,1134,8.278102426287,"dep","1",5
72,0,102,102,102,971,1354,11.8312615548821,"dep","1",5
3,0,96,96,96,3151.667,1119.333,0.599432077916226,"dep","1",60
4,0,106,106,106,3083.667,1227.333,0.957643925328407,"dep","1",60
5,0,65,65,65,3027.667,1338,1.25453476600347,"dep","1",60
6,0,51,51,51,3010.333,1307.333,1.34077676220304,"dep","1",60
7,0,193,193,193,3041,1136.667,1.16860283454631,"dep","1",60
8,0,70,70,70,2973,1174,1.520657864101,"dep","1",60
9,0,78,78,78,2958.333,1107.333,1.59008314706744,"dep","1",60
10,0,47,47,47,2927.667,1258,1.76050954500049,"dep","1",60
11,0,67,67,67,2895.667,1258,1.92465185815251,"dep","1",60
12,0,111,111,111,2854.333,1268.667,2.13760178792727,"dep","1",60
13,0,77,77,77,2717,1312.667,2.84587764433729,"dep","1",60
14,0,56,56,56,2715.667,1262,2.8483008671128,"dep","1",60
15,0,66,66,66,2601,1343.333,3.44356528544497,"dep","1",60
16,0,72,72,72,2553,1334,3.68896562342744,"dep","1",60
17,0,59,59,59,2550.333,1234,3.69393342233538,"dep","1",60
18,0,57,57,57,2582.333,1218,3.52839711926275,"dep","1",60
19,0,79,79,79,2615.667,1150,3.3514876662686,"dep","1",60
20,0,88,88,88,2649,1116.667,3.17760368325785,"dep","1",60
21,0,75,75,75,2645,1079.333,3.19486877117085,"dep","1",60
22,0,65,65,65,2678.333,1034,3.01993929571964,"dep","1",60
23,0,65,65,65,2593,1098,3.46322638065839,"dep","1",60
24,0,77,77,77,2487.667,1066,4.00073847179348,"dep","1",60
25,0,76,76,76,2390.333,1062,4.49965959644893,"dep","1",60
26,0,86,86,86,2225,1250,5.36410588615248,"dep","1",60
27,0,76,76,76,2225,1338,5.37177283071585,"dep","1",60
28,0,84,84,84,2154,1114,5.71644772913334,"dep","1",60
29,0,87,87,87,2032,1348,6.36262740061438,"dep","1",60
30,0,90,90,90,1872,1262,7.17584627055121,"dep","1",60
31,0,81,81,81,1884,1090,7.09930751147263,"dep","1",60
32,0,125,125,125,1674,1144,8.18119615751485,"dep","1",60
33,0,120,120,120,1672,1218,8.19790225546968,"dep","1",60
34,0,144,144,144,1480,1086,9.17125571753678,"dep","1",60
35,0,172,172,172,1424,1272,9.47470989837994,"dep","1",60
36,0,129,129,129,1254,1216,10.3418369722779,"dep","1",60
37,0,91,91,91,1294,1158,10.1316058673757,"dep","1",60
38,0,149,149,149,1334,1124,9.92346574735435,"dep","1",60
39,0,119,119,119,1294,1116,10.1279466438341,"dep","1",60
40,0,124,124,124,1246,1144,10.3765995959232,"dep","1",60
41,0,111,111,111,1202,1152,10.6029922714675,"dep","1",60
42,0,126,126,126,1198,1302,10.6365787161173,"dep","1",60
43,0,142,142,142,1234,1118,10.4358877297342,"dep","1",60
44,0,140,140,140,1228,1072,10.4626566924284,"dep","1",60
45,0,126,126,126,1134.333,1355.333,10.9678018405023,"dep","1",60
46,0,155,155,155,1101,1358,11.1390140675815,"dep","1",60
47,0,73,73,73,1062.333,1358,11.3373544057893,"dep","1",60
48,0,92,92,92,1047.667,1194,11.3982944829995,"dep","1",60
49,0,148,148,148,950.333,1200.667,11.8981449633101,"dep","1",60
50,0,93,93,93,1013,1131.333,11.5706572091661,"dep","1",60
51,0,66,66,66,1018.333,1066,11.5376097703221,"dep","1",60
52,0,140,140,140,967.667,1114,11.8016803162765,"dep","1",60
53,0,141,141,141,901,1122,12.1443421734526,"dep","1",60
54,0,145,145,145,913,1180.667,12.0879001314376,"dep","1",60
55,0,182,182,182,799.667,1356.667,12.6845696698287,"dep","1",60
56,0,138,138,138,837,1342,12.4917941611651,"dep","1",60
57,0,140,140,140,722.333,1356.667,13.0812503462443,"dep","1",60
58,0,192,192,192,737,1327.333,13.0034610366298,"dep","1",60
59,0,94,94,94,747.667,1307.333,12.9470027350293,"dep","1",60
60,0,148,148,148,801,1307.333,12.673433922925,"dep","1",60
61,0,174,174,174,721,1288.667,13.0821634423139,"dep","1",60
62,0,98,98,98,718.333,1278,13.0949143225705,"dep","1",60
63,0,183,183,183,703.667,1294,13.1715367863876,"dep","1",60
64,0,139,139,139,735.667,1240.667,13.0027478692083,"dep","1",60
65,0,163,163,163,722.333,1231.333,13.0703307004499,"dep","1",60
66,0,178,178,178,713,1216.667,13.1169260659592,"dep","1",60
67,0,184,184,184,735.667,1188.667,12.9982174019663,"dep","1",60
68,0,165,165,165,770.333,1220.667,12.823187962191,"dep","1",60
69,0,139,139,139,831.667,1182,12.5052096043352,"dep","1",60
70,0,194,194,194,742.333,1103.333,12.956589835365,"dep","1",60
71,0,199,199,199,695.667,1098,13.1954959881481,"dep","1",60
72,0,188,188,188,757,1082,12.8794976078352,"dep","1",60
73,0,117,117,117,1631.667,1063.333,8.39131298791525,"dep","1",60
74,0,121,121,121,1717,1122,7.95871318807598,"dep","1",60
3,0,74,74,74,3042.333,1388,0.844057982854114,"dep","2",1
4,0,79,79,79,2963.667,1228,1.2459640900707,"dep","2",1
5,0,65,65,65,2906.333,1244,1.5396038603866,"dep","2",1
6,0,65,65,65,2925,1230.667,1.4439555577126,"dep","2",1
7,0,86,86,86,2915.667,1205.333,1.4916035852699,"dep","2",1
8,0,76,76,76,2861,1370.667,1.77239813537836,"dep","2",1
9,0,77,77,77,2806.333,1373.333,2.05231040962276,"dep","2",1
10,0,87,87,87,2763.667,1341.333,2.27058893394993,"dep","2",1
11,0,93,93,93,2654.333,1324,2.83029055240664,"dep","2",1
12,0,75,75,75,2665,1290.667,2.77549418009427,"dep","2",1
13,0,81,81,81,2651.667,1241.333,2.84349223987632,"dep","2",1
14,0,73,73,73,2766.333,1237.333,2.25637480525815,"dep","2",1
15,0,78,78,78,2565,1342.667,3.28778129195249,"dep","2",1
16,0,99,99,99,2501,1318.667,3.61533436927581,"dep","2",1
17,0,91,91,91,2458.333,1337.333,3.83389281502171,"dep","2",1
18,0,109,109,109,2430.333,1345.333,3.97729762632831,"dep","2",1
19,0,71,71,71,2419.667,1308,4.03170560157043,"dep","2",1
20,0,96,96,96,2271.667,1308,4.78947311281356,"dep","2",1
21,0,91,91,91,2345,1268,4.4137874797403,"dep","2",1
22,0,102,102,102,2199.667,1290.667,5.15802275650845,"dep","2",1
23,0,98,98,98,2149,1326.667,5.41763562411466,"dep","2",1
24,0,64,64,64,2742.5,1152,2.3779381471835,"dep","2",1
25,0,72,72,72,2752.5,1157,2.32676475857996,"dep","2",1
26,0,48,48,48,2717,1112.5,2.50828520193865,"dep","2",1
27,0,50,50,50,2724.5,1108.5,2.46986312617102,"dep","2",1
28,0,60,60,60,2776,1094,2.20610186761407,"dep","2",1
29,0,73,73,73,2783.5,1081.5,2.16763368969455,"dep","2",1
30,0,63,63,63,2836.5,1074,1.89623032148817,"dep","2",1
31,0,64,64,64,2842,1174,1.86861242061172,"dep","2",1
32,0,77,77,77,2760.5,1035.5,2.28514536298384,"dep","2",1
33,0,73,73,73,2760.5,1054,2.2852457029615,"dep","2",1
34,0,82,82,82,2649.5,1062,2.85361472665445,"dep","2",1
35,0,53,53,53,2665.5,1152.5,2.77218476695128,"dep","2",1
36,0,82,82,82,2641,1170.5,2.8977236384529,"dep","2",1
37,0,79,79,79,2677,1171.5,2.71340723517633,"dep","2",1
38,0,85,85,85,2568.5,1154,3.2688378255345,"dep","2",1
39,0,85,85,85,2551,1149,3.35841159477536,"dep","2",1
40,0,85,85,85,2529,1166.5,3.47114762750658,"dep","2",1
41,0,83,83,83,2502,1166.5,3.60938899780094,"dep","2",1
42,0,112,112,112,2528,1111.5,3.47596937021655,"dep","2",1
43,0,76,76,76,2550,1269,3.36418249943611,"dep","2",1
44,0,60,60,60,2463.5,1119.5,3.80625603395812,"dep","2",1
