"X.1","Area","Mean","Min","Max","X","Y","distance_cm","cond","day","min"
29,0,89,89,89,2257.667,983.667,4.80654540354385,"dep","3",15
30,0,81,81,81,2213.667,1029,5.04415017497084,"dep","3",15
31,0,87,87,87,2187,1017,5.17960339943343,"dep","3",15
32,0,96,96,96,2187,914.333,5.15736258956841,"dep","3",15
33,0,82,82,82,2189.667,879.667,5.13604604232628,"dep","3",15
34,0,72,72,72,2176.333,750.333,5.177057329334,"dep","3",15
35,0,101,101,101,2052.333,838.333,5.83805827362106,"dep","3",15
36,0,96,96,96,1981.667,835.667,6.20331260900961,"dep","3",15
37,0,68,68,68,1959,859.667,6.32585687385436,"dep","3",15
38,0,82,82,82,1896.333,862.333,6.65085614064323,"dep","3",15
39,0,95,95,95,2011,881,6.06127867577626,"dep","3",15
40,0,85,85,85,1976.333,969,6.2598102760651,"dep","3",15
41,0,96,96,96,2032.333,969,5.96990303838249,"dep","3",15
42,0,89,89,89,2045.667,978.333,5.90289586735544,"dep","3",15
43,0,86,86,86,2067,978.333,5.79245674054324,"dep","3",15
44,0,91,91,91,2107,1035.667,5.59780043881575,"dep","3",15
45,0,80,80,80,2107,1061,5.60328834083208,"dep","3",15
46,0,78,78,78,2011,1059.667,6.09998340832084,"dep","3",15
47,0,71,71,71,1973.667,1081,6.29787455424096,"dep","3",15
48,0,96,96,96,1957.667,1077,6.37983867133256,"dep","3",15
49,0,103,103,103,1932.333,1070.333,6.50954635894018,"dep","3",15
50,0,86,86,86,2033.667,1034.333,5.97715015830695,"dep","3",15
51,0,99,99,99,1831,1035.667,7.02662896739432,"dep","3",15
52,0,121,121,121,1711,1115.667,7.66518920735433,"dep","3",15
53,0,123,123,123,1700.333,1069,7.71030186080098,"dep","3",15
54,0,119,119,119,1649.667,1050.333,7.96855159140143,"dep","3",15
55,0,82,82,82,1731,1043.667,7.54605350774871,"dep","3",15
56,0,86,86,86,1777.667,966.333,7.28770950952619,"dep","3",15
57,0,94,94,94,1771,897,7.30720435482975,"dep","3",15
58,0,87,87,87,1729.667,891.667,7.52002649002944,"dep","3",15
59,0,115,115,115,1661.667,893,7.87234547575404,"dep","3",15
60,0,92,92,92,1660.333,878.333,7.87607415986225,"dep","3",15
61,0,108,108,108,1693.667,878.333,7.70350687663167,"dep","3",15
62,0,119,119,119,1600.333,831.667,8.17657977559296,"dep","3",15
63,0,100,100,100,1985.667,809,6.17682806198967,"dep","3",15
64,0,144,144,144,1291.333,1143.333,9.84376287840915,"dep","3",15
65,0,152,152,152,1304.667,1122,9.77011251458091,"dep","3",15
66,0,134,134,134,1340.667,1083.333,9.57536712214631,"dep","3",15
67,0,116,116,116,1398,1046,9.27047158806865,"dep","3",15
68,0,145,145,145,1323.333,976.667,9.64199665055824,"dep","3",15
69,0,171,171,171,1296.667,936.667,9.77137904238183,"dep","3",15
70,0,153,153,153,1244.667,872.667,10.0267142642893,"dep","3",15
71,0,185,185,185,1315.333,888.667,9.66434848080875,"dep","3",15
72,0,134,134,134,1391.333,832.667,9.25877163250569,"dep","3",15
73,0,161,161,161,1178,1086,10.4180581014275,"dep","3",15
74,0,160,160,160,1066,1131.333,11.0076930900405,"dep","3",15
75,0,166,166,166,1012.667,1088.667,11.2745507359884,"dep","3",15
76,0,171,171,171,1027.333,1062,11.1928492140199,"dep","3",15
77,0,194,194,194,628,1148,13.278792423485,"dep","3",15
78,0,187,187,187,682,1116,12.9923068377493,"dep","3",15
79,0,186,186,186,652,1072,13.1380825417986,"dep","3",15
80,0,181,181,181,758,1018,12.5776315058601,"dep","3",15
81,0,173,173,173,826,980,12.2173693273343,"dep","3",15
82,0,184,184,184,792,1110,12.4215464089318,"dep","3",15
83,0,149,149,149,850,872,12.0697272676776,"dep","3",15
84,0,184,184,184,670,916,13.0111037049381,"dep","3",15
85,0,191,191,191,606,792,13.3155640726546,"dep","3",15
86,0,204,204,204,542,876,13.6650835971782,"dep","3",15
87,0,196,196,196,660,1050,13.091901349775,"dep","3",15
88,0,220,220,220,498,1160,13.9543909348442,"dep","3",15
3,0,78,78,78,2821,1033.667,1.89811724312589,"dep","3",30
4,0,75,75,75,2818.333,863,1.87413904170614,"dep","3",30
5,0,69,69,69,2671.667,975,2.6565039960059,"dep","3",30
6,0,76,76,76,2677,799,2.59002283867838,"dep","3",30
7,0,79,79,79,2609,1028.333,2.99200232048295,"dep","3",30
8,0,68,68,68,2518.333,945.667,3.44204667855132,"dep","3",30
9,0,79,79,79,2526.333,920.333,3.39511917495465,"dep","3",30
10,0,76,76,76,2482.333,989.667,3.63773463843336,"dep","3",30
11,0,77,77,77,2442.333,1000.333,3.84671017801049,"dep","3",30
12,0,65,65,65,2366.333,1097.667,4.26081253556625,"dep","3",30
13,0,84,84,84,2251.667,1051,4.84278492242935,"dep","3",30
14,0,66,66,66,2315.667,997.667,4.50040111821038,"dep","3",30
15,0,88,88,88,2382.333,900.333,4.13451261505156,"dep","3",30
16,0,71,71,71,2410.333,913.667,3.99283108112231,"dep","3",30
17,0,83,83,83,2442.333,801.667,3.80276201586045,"dep","3",30
18,0,87,87,87,2199.667,999,5.09988253375075,"dep","3",30
19,0,65,65,65,2257,936.333,4.78987162587895,"dep","3",30
20,0,83,83,83,2195.667,921.667,5.10343681642249,"dep","3",30
21,0,91,91,91,2158.333,932.333,5.29864139651577,"dep","3",30
22,0,89,89,89,2134.333,899,5.41523722056183,"dep","3",30
23,0,72,72,72,2079.667,819,5.67991173430547,"dep","3",30
24,0,101,101,101,2022.333,811,5.97429511363654,"dep","3",30
25,0,94,94,94,1970.333,851,6.25174462673178,"dep","3",30
26,0,84,84,84,1945,864.333,6.38554921147823,"dep","3",30
27,0,89,89,89,2046.333,911,5.87244711823784,"dep","3",30
28,0,93,93,93,2043.667,937.667,5.8921172534239,"dep","3",30
29,0,101,101,101,1959.667,1083,6.35816098255137,"dep","3",30
30,0,83,83,83,1985,1164.333,6.24529806229757,"dep","3",30
31,0,97,97,97,1872.333,1041.333,6.80005870661681,"dep","3",30
32,0,102,102,102,1919,1086.667,6.56903355165096,"dep","3",30
33,0,112,112,112,1924.333,982.667,6.51847996962471,"dep","3",30
34,0,89,89,89,1896.333,828,6.62889633688653,"dep","3",30
35,0,87,87,87,1800.333,825.333,7.12418486399773,"dep","3",30
36,0,94,94,94,1633.667,821.333,7.9841967478912,"dep","3",30
37,0,70,70,70,1669.667,864,7.8076809431291,"dep","3",30
38,0,109,109,109,1607,746.667,8.10542516251772,"dep","3",30
39,0,116,116,116,1647,1021.333,7.95956971899424,"dep","3",30
40,0,136,136,136,1625.667,1053.333,8.07684214422694,"dep","3",30
41,0,119,119,119,1539,1057.333,8.52539683157199,"dep","3",30
42,0,125,125,125,1592.333,1098.667,8.25905424720085,"dep","3",30
43,0,99,99,99,1740.333,1118.667,7.49899920247701,"dep","3",30
44,0,96,96,96,1739,1086.667,7.49880575986282,"dep","3",30
45,0,164,164,164,1419,1081.333,9.15055416214699,"dep","3",30
46,0,142,142,142,1413.667,978.667,9.15538985143417,"dep","3",30
47,0,164,164,164,1364.333,924,9.39812651933659,"dep","3",30
48,0,142,142,142,1399,841.333,9.20077026761073,"dep","3",30
49,0,137,137,137,1335,1045.333,9.57648407166188,"dep","3",30
50,0,122,122,122,1271,1017.333,9.90087568863116,"dep","3",30
51,0,146,146,146,1205.667,1057.333,10.2471954953491,"dep","3",30
52,0,131,131,131,1225.667,1102.667,10.1539160930299,"dep","3",30
53,0,150,150,150,1243,1100,10.0637942108451,"dep","3",30
54,0,152,152,152,1264.333,1128,9.95979476503012,"dep","3",30
55,0,159,159,159,1141.667,1176,10.6040322468561,"dep","3",30
56,0,165,165,165,1049.667,1130.667,11.0692207536764,"dep","3",30
57,0,85,85,85,937.667,1128,11.6471556992953,"dep","3",30
58,0,125,125,125,989.667,1058.667,11.3632172477791,"dep","3",30
59,0,122,122,122,1003,968,11.2742899337419,"dep","3",30
60,0,159,159,159,845.667,1118.667,12.1203079937663,"dep","3",30
61,0,188,188,188,629.667,1150.667,13.2431135659766,"dep","3",30
62,0,171,171,171,705.667,1106.667,12.8408095598253,"dep","3",30
63,0,192,192,192,693.667,1068,12.8942406021203,"dep","3",30
64,0,150,150,150,776.333,1080,12.4698921459814,"dep","3",30
65,0,177,177,177,725.667,1041.333,12.7230485894027,"dep","3",30
66,0,141,141,141,757.667,998.667,12.5483173367233,"dep","3",30
67,0,181,181,181,787,1000,12.3970955059522,"dep","3",30
68,0,146,146,146,732.333,933.333,12.66472466234,"dep","3",30
69,0,168,168,168,767,932,12.4853608190801,"dep","3",30
70,0,169,169,169,623,801.333,13.20027291229,"dep","3",30
71,0,182,182,182,627,865.333,13.1937691523753,"dep","3",30
72,0,183,183,183,647,865.333,13.0904611292407,"dep","3",30
73,0,180,180,180,676.333,872,12.9404192663399,"dep","3",30
74,0,187,187,187,653.667,945.333,13.073720705619,"dep","3",30
75,0,174,174,174,653.667,1056,13.0982020525061,"dep","3",30
76,0,221,221,221,552,1091,13.6310954632346,"dep","3",30
77,0,190,190,190,528,1195,13.7780715886536,"dep","3",30
78,0,92,92,92,1866,793,6.77783587884668,"dep","3",30
79,0,107,107,107,1888,757,6.65623326574793,"dep","3",30
80,0,79,79,79,2100,727,5.55453173081177,"dep","3",30
3,0,84,84,84,2913,1079.333,1.40822305515015,"dep","3",5
4,0,66,66,66,2816,1043,1.90023661049931,"dep","3",5
5,0,73,73,73,2792,1043,2.02415859537393,"dep","3",5
6,0,68,68,68,2753,1037,2.2240723541639,"dep","3",5
7,0,80,80,80,2714,1032,2.42422935739242,"dep","3",5
8,0,51,51,51,2635,1081,2.8440582017602,"dep","3",5
9,0,74,74,74,2627,1060,2.88025739684224,"dep","3",5
10,0,51,51,51,2628,1035,2.86901286984211,"dep","3",5
11,0,69,69,69,2675,1002,2.61830524965725,"dep","3",5
12,0,79,79,79,2758,962,2.18001194109062,"dep","3",5
13,0,74,74,74,2757,945,2.18104020167175,"dep","3",5
14,0,66,66,66,2795,867,1.96585732608023,"dep","3",5
15,0,85,85,85,2814,975,1.89402282075096,"dep","3",5
16,0,78,78,78,2867,896,1.60114546017425,"dep","3",5
17,0,65,65,65,2709,907,2.41964088275618,"dep","3",5
18,0,83,83,83,2691,922,2.51623103799036,"dep","3",5
19,0,44,44,44,2627,915,2.84498695325284,"dep","3",5
20,0,77,77,77,2616,925,2.90421697403918,"dep","3",5
21,0,64,64,64,2616,804,2.87478439697492,"dep","3",5
22,0,61,61,61,2611,800,2.89962849940295,"dep","3",5
23,0,69,69,69,2609,833,2.9179823979479,"dep","3",5
24,0,66,66,66,2555,846,3.19996904161691,"dep","3",5
25,0,78,78,78,2563,884,3.16790500199018,"dep","3",5
26,0,86,86,86,2579,922,3.09453363407191,"dep","3",5
27,0,81,81,81,2553,953,3.23632302861439,"dep","3",5
28,0,64,64,64,2553,976,3.24191765070099,"dep","3",5
29,0,85,85,85,2567,1003,3.17619742603158,"dep","3",5
30,0,74,74,74,2580,982,3.10396488434833,"dep","3",5
31,0,72,72,72,2518,1001,3.42871832294016,"dep","3",5
32,0,62,62,62,2482,1021,3.61946618902304,"dep","3",5
33,0,81,81,81,2461,1104,3.74808721418778,"dep","3",5
34,0,66,66,66,2488,976,3.57753969306974,"dep","3",5
35,0,65,65,65,2366,1031,4.22085489363584,"dep","3",5
36,0,83,83,83,2337,1022,4.36840475874574,"dep","3",5
37,0,78,78,78,2350,921,4.27671266197868,"dep","3",5
38,0,85,85,85,2292,932,4.57886648091637,"dep","3",5
39,0,81,81,81,2263,935,4.72933527928884,"dep","3",5
40,0,89,89,89,2261,977,4.74987837778073,"dep","3",5
41,0,87,87,87,2256,983,4.77715492459422,"dep","3",5
42,0,88,88,88,2231,849,4.8736455707399,"dep","3",5
43,0,78,78,78,2324,820,4.38639379063288,"dep","3",5
44,0,81,81,81,2386,807,4.06309981867233,"dep","3",5
45,0,86,86,86,2413,791,3.91979567467162,"dep","3",5
46,0,69,69,69,2693,789,2.47355269559064,"dep","3",5
47,0,72,72,72,2724,831,2.32370306487993,"dep","3",5
48,0,77,77,77,2162,1120,5.29584052010084,"dep","3",5
49,0,78,78,78,2186,849.333,5.10608029277785,"dep","3",5
50,0,73,73,73,2123.333,1030,5.47360232851267,"dep","3",5
51,0,76,76,76,2076,1108.667,5.73713761001282,"dep","3",5
52,0,80,80,80,2005.333,1088.667,6.09715584228915,"dep","3",5
53,0,88,88,88,1948.667,1096,6.39152968687807,"dep","3",5
54,0,83,83,83,2054.667,1028.667,5.82782920923444,"dep","3",5
55,0,107,107,107,1954,978,6.3352903454071,"dep","3",5
56,0,88,88,88,1925.333,955.333,6.47779637123524,"dep","3",5
57,0,112,112,112,1891.333,916.667,6.6439472270134,"dep","3",5
58,0,78,78,78,1944,922.667,6.37346506125337,"dep","3",5
59,0,98,98,98,1992,930.667,6.12756704701252,"dep","3",5
60,0,79,79,79,2036,897.333,5.8922684312945,"dep","3",5
61,0,84,84,84,2013.333,876.667,6.00428069302552,"dep","3",5
62,0,104,104,104,1992.667,858.667,6.10660944894078,"dep","3",5
63,0,90,90,90,1992.667,836,6.10109582725222,"dep","3",5
64,0,96,96,96,1758.667,842,7.31079464641104,"dep","3",5
65,0,86,86,86,1772,923.333,7.26173462031754,"dep","3",5
66,0,93,93,93,1766.667,974.667,7.30175782804829,"dep","3",5
67,0,94,94,94,1840,1032.667,6.93721721728362,"dep","3",5
68,0,97,97,97,1702.667,906.667,7.61567583255937,"dep","3",5
69,0,88,88,88,1664,834.667,7.79781604086506,"dep","3",5
70,0,83,83,83,1549.333,1058,8.44421397770996,"dep","3",5
71,0,129,129,129,852,1136.667,12.0639696828977,"dep","3",5
72,0,195,195,195,658.667,1047.333,13.040498396798,"dep","3",5
73,0,143,143,143,972,907.333,11.3885755384547,"dep","3",5
74,0,145,145,145,1248,960.667,9.97644591128212,"dep","3",5
75,0,142,142,142,1242.667,1011.333,10.0163066317279,"dep","3",5
76,0,166,166,166,1209.333,1031.333,10.1932888306576,"dep","3",5
3,0,76,76,76,2752.333,1025.333,2.2602951440056,"dep","3",60
4,0,82,82,82,2729.667,937.333,2.35558357213986,"dep","3",60
5,0,77,77,77,2823,856,1.85236817592394,"dep","3",60
6,0,74,74,74,2664.333,972,2.70227663042167,"dep","3",60
7,0,72,72,72,2665.667,790.667,2.65007516595858,"dep","3",60
8,0,65,65,65,2496.333,705.333,3.50487782504775,"dep","3",60
9,0,75,75,75,2408.333,805.333,3.9851639870564,"dep","3",60
10,0,75,75,75,2353.667,802.667,4.26733539367376,"dep","3",60
11,0,68,68,68,2359,985.333,4.28537534739411,"dep","3",60
12,0,77,77,77,2432.333,1029.333,3.91694820779288,"dep","3",60
13,0,83,83,83,2455,952,3.78035216641073,"dep","3",60
14,0,77,77,77,2511,1026.667,3.50926558521287,"dep","3",60
15,0,83,83,83,2583,1010.667,3.1327464598248,"dep","3",60
16,0,81,81,81,2221.667,957.333,4.9889302671532,"dep","3",60
17,0,99,99,99,2177.667,993.333,5.22557595713083,"dep","3",60
18,0,81,81,81,2148.333,969.333,5.37135214477935,"dep","3",60
19,0,90,90,90,2183,942.667,5.18532639349114,"dep","3",60
20,0,87,87,87,2191,894.667,5.13194399331227,"dep","3",60
21,0,86,86,86,2179,858.667,5.18503771994608,"dep","3",60
22,0,91,91,91,2100.333,938.667,5.61203943093026,"dep","3",60
23,0,94,94,94,2119,1082.667,5.55143106559972,"dep","3",60
24,0,91,91,91,2006.333,819.333,6.06857647590093,"dep","3",60
25,0,92,92,92,1933,860.667,6.45832121306443,"dep","3",60
26,0,87,87,87,1871.667,954,6.7989689920967,"dep","3",60
27,0,86,86,86,1865,1024.667,6.85111708526245,"dep","3",60
28,0,104,104,104,1923.667,1083.333,6.56223439621861,"dep","3",60
29,0,89,89,89,1921,995.333,6.55404963519551,"dep","3",60
30,0,113,113,113,1786.333,810,7.204506958985,"dep","3",60
31,0,110,110,110,1746.333,819.333,7.41379519588261,"dep","3",60
32,0,104,104,104,1713,810,7.58392589895584,"dep","3",60
33,0,95,95,95,1711.667,780.667,7.58349494821296,"dep","3",60
34,0,109,109,109,1682.333,862,7.7555847565054,"dep","3",60
35,0,122,122,122,1562.333,843.333,8.37179166365167,"dep","3",60
36,0,123,123,123,1482.333,848.667,8.7870376219349,"dep","3",60
37,0,152,152,152,1450.333,819.333,8.94527496940022,"dep","3",60
38,0,100,100,100,1425,836.667,9.08067610770816,"dep","3",60
39,0,146,146,146,1305,884.667,9.71353734110991,"dep","3",60
40,0,152,152,152,1345,914,9.51390839860074,"dep","3",60
41,0,148,148,148,1395.667,960.667,9.26341954086358,"dep","3",60
42,0,87,87,87,1598.333,1006,8.22616704626855,"dep","3",60
43,0,87,87,87,1549,1039.333,8.48973898876968,"dep","3",60
44,0,149,149,149,1541,1136.667,8.55544569529933,"dep","3",60
45,0,131,131,131,1377,1111.333,9.3976394936421,"dep","3",60
46,0,163,163,163,1357,1071.333,9.49112531092706,"dep","3",60
47,0,174,174,174,1189,1072.667,10.3606768121635,"dep","3",60
48,0,174,174,174,1141,1167.333,10.6326737420399,"dep","3",60
49,0,162,162,162,1039.667,1152.667,11.1532986234024,"dep","3",60
50,0,170,170,170,1039.667,1127.333,11.1469698445259,"dep","3",60
51,0,129,129,129,983.667,1103.333,11.430713733663,"dep","3",60
52,0,102,102,102,905,1127.333,11.8437258805405,"dep","3",60
53,0,163,163,163,934.333,1195.333,11.7089466671797,"dep","3",60
54,0,176,176,176,618.667,808,13.2454156466421,"dep","3",60
55,0,133,133,133,744,860,12.6099432722027,"dep","3",60
56,0,117,117,117,744,877.333,12.6142732921074,"dep","3",60
57,0,187,187,187,694.667,948,12.8871717772221,"dep","3",60
58,0,196,196,196,650.667,852,13.0908420660909,"dep","3",60
59,0,194,194,194,653.333,873.333,13.0823776747767,"dep","3",60
60,0,197,197,197,549.333,838.667,13.61180512296,"dep","3",60
61,0,208,208,208,544,882.667,13.6503894288437,"dep","3",60
62,0,201,201,201,469.333,888,14.0380426317992,"dep","3",60
63,0,196,196,196,612,892,13.3008945051335,"dep","3",60
64,0,177,177,177,637.333,922.667,13.1774846715879,"dep","3",60
65,0,144,144,144,646.667,932,13.1315228302871,"dep","3",60
66,0,177,177,177,637.333,937.333,13.181148438502,"dep","3",60
67,0,162,162,162,633.333,982.667,13.2131691628888,"dep","3",60
68,0,186,186,186,558.667,1002.667,13.6044812086539,"dep","3",60
69,0,190,190,190,576,1064,13.5301235055688,"dep","3",60
70,0,198,198,198,602.667,1038.667,13.3858221010993,"dep","3",60
71,0,192,192,192,688,1024,12.9406521265554,"dep","3",60
72,0,196,196,196,661.333,1044,13.0836212748574,"dep","3",60
73,0,169,169,169,644,1050.667,13.1749663057864,"dep","3",60
74,0,187,187,187,706.667,1054.667,12.8517316314228,"dep","3",60
75,0,199,199,199,606.667,1064,13.371454957547,"dep","3",60
76,0,195,195,195,624,1106.667,13.2924342329687,"dep","3",60
77,0,169,169,169,597.333,1128,13.4357363828592,"dep","3",60
78,0,189,189,189,661.333,1128,13.1046056210176,"dep","3",60
79,0,199,199,199,557.333,1132,13.6436923635893,"dep","3",60
80,0,197,197,197,533.333,1158.667,13.7745281797448,"dep","3",60
81,0,205,205,205,461.333,1166.667,14.1490487959748,"dep","3",60
3,0,83,83,83,2991.667,1160.333,1.23653312344964,"dep","4",1
4,0,79,79,79,2930.333,1115,1.54989649534967,"dep","4",1
5,0,65,65,65,2910.333,1067,1.65062558091462,"dep","4",1
6,0,83,83,83,2903.667,1093.667,1.68606550378123,"dep","4",1
7,0,86,86,86,2946.333,1069.667,1.46564930486399,"dep","4",1
8,0,84,84,84,2893,1016.333,1.73752566133734,"dep","4",1
9,0,84,84,84,2866.333,975,1.87282466714347,"dep","4",1
10,0,81,81,81,2913,956.333,1.63207079764858,"dep","4",1
11,0,86,86,86,2910.333,915,1.6439744857774,"dep","4",1
12,0,66,66,66,2903.667,877.667,1.6766139475336,"dep","4",1
13,0,77,77,77,2834.333,876.333,2.03303436524893,"dep","4",1
14,0,80,80,80,2725,925.667,2.59732559434355,"dep","4",1
15,0,67,67,67,2785,933.667,2.28918735778908,"dep","4",1
16,0,76,76,76,2794.333,964.333,2.24254386207125,"dep","4",1
17,0,79,79,79,2794.333,1001.667,2.24417749355713,"dep","4",1
18,0,77,77,77,2761,989.667,2.415033078938,"dep","4",1
19,0,83,83,83,2809,1057.667,2.17121793351319,"dep","4",1
20,0,78,78,78,2851.667,1085.667,1.95307196777659,"dep","4",1
21,0,73,73,73,2845,1116.333,1.98869201717697,"dep","4",1
22,0,51,51,51,2833,1119,2.05050637648096,"dep","4",1
23,0,79,79,79,2807.667,1095,2.17970510284452,"dep","4",1
24,0,80,80,80,2781,1095,2.31681272519872,"dep","4",1
25,0,71,71,71,2709,1132.333,2.68863226595931,"dep","4",1
26,0,75,75,75,2719.667,1048.333,2.63011258351591,"dep","4",1
27,0,69,69,69,2646.333,1081.667,3.00861586228853,"dep","4",1
28,0,76,76,76,2594.333,1113.667,3.2773726144779,"dep","4",1
29,0,65,65,65,2561,1087,3.44758641293523,"dep","4",1
30,0,82,82,82,2607.667,1051,3.20607409980868,"dep","4",1
31,0,70,70,70,2598.333,1003,3.2519642496092,"dep","4",1
32,0,63,63,63,2631.667,1003,3.08057843629856,"dep","4",1
33,0,79,79,79,2555.667,896.333,3.46666282584029,"dep","4",1
34,0,65,65,65,2570.333,893.667,3.39114134708818,"dep","4",1
35,0,59,59,59,2655.667,935,2.95420762869145,"dep","4",1
36,0,77,77,77,2526.333,1016.333,3.62273361745339,"dep","4",1
37,0,78,78,78,2455.667,1017.667,3.98611921952235,"dep","4",1
38,0,77,77,77,2457,1124.333,3.98393304393223,"dep","4",1
39,0,78,78,78,2494.333,1128.333,3.79216151463301,"dep","4",1
40,0,70,70,70,2362.333,1177.667,4.47299447980228,"dep","4",1
41,0,78,78,78,2367.667,947,4.43547652727734,"dep","4",1
42,0,76,76,76,2402.333,925.667,4.25630880138454,"dep","4",1
43,0,85,85,85,2269,1168.333,4.95245501608454,"dep","4",1
44,0,87,87,87,2255.667,1149.667,5.02018948454013,"dep","4",1
45,0,85,85,85,2255.667,1115,5.01867255351959,"dep","4",1
46,0,77,77,77,2210.333,1123,5.25210608330768,"dep","4",1
47,0,78,78,78,2210.333,1181.667,5.25467318724462,"dep","4",1
48,0,72,72,72,2131.667,1171,5.65866543165728,"dep","4",1
49,0,89,89,89,2119.667,1088.333,5.71674581364259,"dep","4",1
50,0,70,70,70,2169,1068.333,5.46222645258831,"dep","4",1
51,0,93,93,93,2094.333,971,5.84186569027745,"dep","4",1
52,0,93,93,93,2048,1148,6.08783051778353,"dep","4",1
53,0,105,105,105,1952,1146,6.58132427408306,"dep","4",1
54,0,98,98,98,1996,1138,6.3547494673692,"dep","4",1
55,0,101,101,101,1992,1092,6.37330252222564,"dep","4",1
56,0,98,98,98,1964,1008,6.51358812097509,"dep","4",1
57,0,103,103,103,1984,868,6.40463268089832,"dep","4",1
58,0,72,72,72,2757,1067,2.43898284114022,"dep","4",1
59,0,63,63,63,2762,1098,2.41463195664114,"dep","4",1
60,0,79,79,79,2850,999,1.95785049521085,"dep","4",1
3,0,76,76,76,2916,1110,1.60517811022415,"dep","4",15
4,0,90,90,90,2982.333,1173.333,1.26761238883605,"dep","4",15
5,0,73,73,73,2837,1084,2.00935925693878,"dep","4",15
6,0,73,73,73,2862.333,993.333,1.87543634751214,"dep","4",15
7,0,60,60,60,2789,964,2.25039740313205,"dep","4",15
8,0,76,76,76,2742.333,990.667,2.49098703406549,"dep","4",15
9,0,70,70,70,2742.333,896,2.48686224046721,"dep","4",15
10,0,76,76,76,2711.667,989.333,2.64826257266317,"dep","4",15
11,0,71,71,71,2666.333,997.333,2.88119981977881,"dep","4",15
12,0,67,67,67,2633,1100,3.0566900450891,"dep","4",15
13,0,76,76,76,2630.333,1126.667,3.07153516491854,"dep","4",15
14,0,76,76,76,2669,1140,2.87373285494711,"dep","4",15
15,0,66,66,66,2559.667,1086.667,3.43234824646807,"dep","4",15
16,0,73,73,73,2527.667,1050.667,3.59495749476765,"dep","4",15
17,0,64,64,64,2581,965.333,3.31761135476155,"dep","4",15
18,0,66,66,66,2401,1168,4.24994215493163,"dep","4",15
19,0,67,67,67,2366.333,1168,4.42780317689623,"dep","4",15
20,0,59,59,59,2341,1122.667,4.5558003473709,"dep","4",15
21,0,82,82,82,2347.667,1060,4.51886442130141,"dep","4",15
22,0,63,63,63,2290.333,889.333,4.80558354443027,"dep","4",15
23,0,84,84,84,2230.333,977.333,5.1172512703378,"dep","4",15
24,0,85,85,85,2190.333,937.333,5.32073068876198,"dep","4",15
25,0,72,72,72,2143.667,958.667,5.56108282174254,"dep","4",15
26,0,79,79,79,2100,978,5.78596122727703,"dep","4",15
27,0,75,75,75,2090,1049,5.84036038228829,"dep","4",15
28,0,96,96,96,2040,1104,6.09928467436231,"dep","4",15
29,0,99,99,99,2010,1158,6.25555425341549,"dep","4",15
30,0,118,118,118,1746,1128,7.60871417174126,"dep","4",15
31,0,109,109,109,1812,870,7.2588559297205,"dep","4",15
32,0,101,101,101,1596,900,8.36836340525654,"dep","4",15
33,0,122,122,122,1557,900,8.56845513100781,"dep","4",15
34,0,133,133,133,1506,906,8.83037497126528,"dep","4",15
35,0,121,121,121,1482,1020,8.95847550449163,"dep","4",15
36,0,150,150,150,1377,1131,9.50202044560235,"dep","4",15
37,0,65,65,65,1377,1170,9.50371973839005,"dep","4",15
38,0,131,131,131,1401,1212,9.38241637631447,"dep","4",15
39,0,84,84,84,1644,1207,8.13547315012223,"dep","4",15
40,0,131,131,131,1265.333,828.333,10.061746673533,"dep","4",15
41,0,127,127,127,1141.333,920.333,10.7019443383952,"dep","4",15
42,0,139,139,139,1113.333,876.333,10.843682785533,"dep","4",15
43,0,118,118,118,1028,883,11.2817791039574,"dep","4",15
44,0,165,165,165,1128,1168.333,10.7811558150821,"dep","4",15
45,0,150,150,150,1038.667,1176.333,11.2398324427447,"dep","4",15
46,0,86,86,86,1469.333,881.667,9.01743687938627,"dep","4",15
47,0,129,129,129,1441.333,927,9.163067709155,"dep","4",15
48,0,141,141,141,946.667,1219,11.7137027631162,"dep","4",15
49,0,157,157,157,952,1176.333,11.6844824323776,"dep","4",15
50,0,161,161,161,889.333,1139,12.0043723934036,"dep","4",15
51,0,155,155,155,844,1124.333,12.2363168722796,"dep","4",15
52,0,161,161,161,820,992.333,12.3536987894605,"dep","4",15
53,0,192,192,192,784,925.667,12.5354940990518,"dep","4",15
54,0,199,199,199,680,901.667,13.0680263157499,"dep","4",15
55,0,203,203,203,565.333,953.667,13.6585976270751,"dep","4",15
56,0,174,174,174,742.667,977.667,12.7498211381656,"dep","4",15
57,0,194,194,194,701.333,1033.667,12.9643275942762,"dep","4",15
58,0,189,189,189,685.333,1085.667,13.0486822311219,"dep","4",15
59,0,188,188,188,702.667,1097.667,12.9602720141803,"dep","4",15
60,0,182,182,182,765.333,1101.667,12.6389348112373,"dep","4",15
61,0,184,184,184,684,1131,13.0574964954903,"dep","4",15
62,0,185,185,185,665.333,1167,13.1548371822841,"dep","4",15
63,0,197,197,197,613.333,1161.667,13.4213937825566,"dep","4",15
64,0,132,132,132,1240,1057.667,10.2017115273953,"dep","4",15
65,0,231,231,231,572,913.667,13.6226493386881,"dep","4",15
66,0,199,199,199,572,868.333,13.6206740633231,"dep","4",15
3,0,74,74,74,2831,1172,2.06926769787792,"dep","4",30
4,0,82,82,82,2943,1100,1.49311946079284,"dep","4",30
5,0,79,79,79,2828,1085,2.08132411713991,"dep","4",30
6,0,83,83,83,2859,1006,1.91961190250434,"dep","4",30
7,0,79,79,79,2893,904,1.74166718096317,"dep","4",30
